Year/Month/Day,Hour/Minute/Second,MPSAS,Temp(C),LunarAlt(deg),LunarPhase,Elapsed Time(min)
5/7/2018,2:49:8,16.96,25.4,14.8,0.57,436.533
5/7/2018,2:54:8,16.57,25.1,15.5,0.57,442.217
5/7/2018,2:59:8,16.48,25.1,16.3,0.57,447.983
5/7/2018,3:4:8,16.25,25.1,17,0.57,453.833
5/7/2018,3:9:8,16.02,25.1,17.7,0.57,458.9
5/7/2018,3:14:8,16.09,25.1,18.4,0.57,463.917
5/7/2018,3:19:8,16.03,25.1,19.1,0.57,469.017
5/7/2018,3:24:8,15.69,25.1,19.8,0.57,474.2
5/7/2018,3:29:8,16.05,25.1,20.5,0.57,479.467
5/7/2018,3:34:8,15.94,24.8,21.1,0.57,484.817
5/7/2018,3:39:8,16.02,25.1,21.8,0.57,490.25
5/7/2018,3:44:8,15.94,24.8,22.4,0.57,495.767
5/7/2018,3:49:8,15.65,24.8,23,0.57,501.367
5/7/2018,3:54:8,15.6,25.1,23.6,0.57,507.05
5/7/2018,3:59:8,15.59,25.1,24.2,0.57,512.817
5/7/2018,4:4:8,15.67,25.1,24.8,0.57,518.667
5/7/2018,4:9:8,15.59,25.1,25.3,0.57,523.733
5/7/2018,4:14:8,15.89,25.1,25.9,0.57,528.75
5/7/2018,4:19:8,16.07,25.4,26.4,0.57,533.85
5/7/2018,4:24:8,16.7,25.4,26.9,0.57,539.033
5/7/2018,4:29:8,15.74,25.4,27.4,0.57,544.3
5/7/2018,4:34:8,15.73,25.4,27.9,0.57,549.65
5/7/2018,4:39:8,15.82,25.4,28.3,0.57,555.083
5/7/2018,4:44:8,16.2,25.4,28.8,0.57,560.6
5/7/2018,4:49:8,15.82,25.4,29.2,0.57,566.2
5/7/2018,4:54:8,15.54,25.4,29.6,0.57,571.883
min MPSAS,max MPSAS,avg MPSAS,medn MPSAS,min Temp,max Temp
9.35,19.54,16.9578,17.375,10.19,24.8,33.1,26.2168,26.1,8.3,

5/7/2018 -- 5/8/2018
5/7/2018,20:9:9,5.93,32.8,-62.4,0.51,0
5/7/2018,20:14:9,6.21,32.5,-61.7,0.5,5
5/7/2018,20:19:9,6.56,31.9,-61,0.5,10.0833
5/7/2018,20:24:9,6.98,31.9,-60.3,0.5,15.25
5/7/2018,20:29:9,7.48,31.2,-59.6,0.5,20.5
5/7/2018,20:34:9,8.1,30.9,-58.8,0.5,25.8333
5/7/2018,20:39:9,8.86,30.6,-58,0.5,31.25
5/7/2018,20:44:9,9.77,30.2,-57.2,0.5,36.75
5/7/2018,20:49:9,10.82,29.9,-56.4,0.5,42.3333
5/7/2018,20:54:9,11.95,29.9,-55.6,0.5,48
5/7/2018,20:59:9,13.1,29.6,-54.8,0.5,53.75
5/7/2018,21:4:9,14.27,29.3,-54,0.5,59.5833
5/7/2018,21:9:9,15.4,29.3,-53.1,0.5,64.6667
5/7/2018,21:14:10,16.36,29,-52.3,0.5,69.6833
5/7/2018,21:19:10,17.18,28.6,-51.4,0.5,74.75
5/7/2018,21:24:10,17.85,28.6,-50.5,0.5,79.9
5/7/2018,21:29:10,18.39,28.3,-49.7,0.5,85.1333
5/7/2018,21:34:10,18.77,28.3,-48.8,0.5,90.45
5/7/2018,21:39:10,18.99,28,-47.9,0.5,95.85
5/7/2018,21:44:10,19.14,28,-47,0.5,101.333
5/7/2018,21:49:10,19.23,27.7,-46.1,0.5,106.9
5/7/2018,21:54:10,19.27,27.3,-45.2,0.5,112.55
5/7/2018,21:59:10,19.28,27.3,-44.3,0.5,118.283
5/7/2018,22:4:10,19.28,27,-43.4,0.5,124.1
5/7/2018,22:9:10,19.32,27,-42.4,0.5,129.2
5/7/2018,22:14:10,19.33,26.7,-41.5,0.5,134.217
5/7/2018,22:19:10,19.32,26.7,-40.6,0.5,139.283
5/7/2018,22:24:10,19.33,26.7,-39.6,0.5,144.433
5/7/2018,22:29:10,19.34,26.4,-38.7,0.5,149.667
5/7/2018,22:34:10,19.34,26.4,-37.8,0.5,154.983
5/7/2018,22:39:10,19.33,26.4,-36.8,0.5,160.383
5/7/2018,22:44:10,19.31,26.1,-35.9,0.49,165.867
5/7/2018,22:49:10,19.32,26.1,-35,0.49,171.433
5/7/2018,22:54:10,19.31,26.1,-34,0.49,177.083
5/7/2018,22:59:10,19.3,25.7,-33.1,0.49,182.817
5/7/2018,23:4:10,19.33,25.7,-32.1,0.49,188.633
5/7/2018,23:9:10,19.32,25.7,-31.2,0.49,193.733
5/7/2018,23:14:10,19.34,25.7,-30.2,0.49,198.75
5/7/2018,23:19:10,19.34,25.4,-29.3,0.49,203.817
5/7/2018,23:24:10,19.35,25.4,-28.3,0.49,208.967
5/7/2018,23:29:10,19.34,25.4,-27.4,0.49,214.2
5/7/2018,23:34:10,19.32,25.1,-26.4,0.49,219.517
5/7/2018,23:39:10,19.32,25.1,-25.5,0.49,224.917
5/7/2018,23:44:10,19.37,25.1,-24.5,0.49,230.4
5/7/2018,23:49:10,19.36,24.8,-23.6,0.49,235.967
5/7/2018,23:54:10,19.28,24.8,-22.6,0.49,241.617
5/7/2018,23:59:10,18.89,24.8,-21.7,0.49,247.35
5/8/2018,0:4:10,18.56,24.8,-20.7,0.49,253.167
5/8/2018,0:9:10,19.04,24.4,-19.8,0.49,258.267
5/8/2018,0:14:10,18.34,24.4,-18.8,0.49,263.283
5/8/2018,0:19:10,18.25,24.4,-17.9,0.49,268.35
5/8/2018,0:24:10,18.78,24.4,-16.9,0.49,273.5
5/8/2018,0:29:10,18.99,24.4,-16,0.49,278.733
5/8/2018,0:34:10,18.57,24.1,-15.1,0.49,284.05
5/8/2018,0:39:10,17.98,24.1,-14.1,0.49,289.45
5/8/2018,0:44:10,19.18,24.1,-13.2,0.49,294.933
5/8/2018,0:49:10,19,24.1,-12.2,0.49,300.5
5/8/2018,0:54:10,18.76,24.1,-11.3,0.49,306.15
5/8/2018,0:59:10,18.21,24.1,-10.4,0.49,311.883
5/8/2018,1:4:10,17.84,24.1,-9.4,0.49,317.7
5/8/2018,1:9:10,18.29,23.8,-8.5,0.49,322.8
5/8/2018,1:14:10,18.34,24.1,-7.6,0.48,327.817
5/8/2018,1:19:10,17.72,24.1,-6.7,0.48,332.883
5/8/2018,1:24:10,17.49,24.1,-5.7,0.48,338.033
5/8/2018,1:29:10,17.64,24.1,-4.8,0.48,343.267
5/8/2018,1:34:10,17.53,24.1,-3.9,0.48,348.583
5/8/2018,1:39:10,18.73,24.1,-3,0.48,353.983
5/8/2018,1:44:10,18.82,24.1,-2.1,0.48,359.467
5/8/2018,1:49:10,19.31,24.1,-1.2,0.48,365.033
5/8/2018,1:54:10,19.41,23.8,-0.3,0.48,370.683
5/8/2018,1:59:10,19.43,23.8,0.6,0.48,376.417
5/8/2018,2:4:10,19.45,23.8,1.5,0.48,382.233
5/8/2018,2:9:10,19.47,23.5,2.4,0.48,387.333
5/8/2018,2:14:10,19.45,23.5,3.3,0.48,392.35
5/8/2018,2:19:10,19.45,23.5,4.1,0.48,397.417
5/8/2018,2:24:10,19.42,23.5,5,0.48,402.567
5/8/2018,2:29:10,19.4,23.5,5.9,0.48,407.8
5/8/2018,2:34:10,19.43,23.2,6.7,0.48,413.117
5/8/2018,2:39:10,19.42,23.2,7.6,0.48,418.517
5/8/2018,2:44:10,19.43,23.2,8.4,0.48,424
5/8/2018,2:49:10,19.4,23.2,9.3,0.48,429.567
5/8/2018,2:54:10,19.45,23.2,10.1,0.48,435.217
5/8/2018,2:59:10,19.45,23.2,10.9,0.48,440.95
5/8/2018,3:4:10,19.45,22.8,11.8,0.48,446.767
5/8/2018,3:9:10,19.42,22.8,12.6,0.48,451.867
5/8/2018,3:14:10,19.43,22.8,13.4,0.48,456.883
5/8/2018,3:19:10,19.38,22.8,14.2,0.48,461.95
5/8/2018,3:24:10,19.36,22.8,15,0.48,467.1
5/8/2018,3:29:10,19.4,22.8,15.8,0.48,472.333
5/8/2018,3:34:10,19.36,22.5,16.5,0.48,477.65
5/8/2018,3:39:10,19.3,22.5,17.3,0.48,483.05
5/8/2018,3:44:10,19.31,22.5,18.1,0.47,488.533
5/8/2018,3:49:10,19.3,22.5,18.8,0.47,494.1
5/8/2018,3:54:10,19.27,22.5,19.5,0.47,499.75
5/8/2018,3:59:10,19.21,22.5,20.3,0.47,505.483
5/8/2018,4:4:10,19,22.2,21,0.47,511.3
5/8/2018,4:9:10,18.53,22.2,21.7,0.47,516.4
5/8/2018,4:14:10,18.34,22.2,22.4,0.47,521.417
5/8/2018,4:19:10,18.39,22.2,23.1,0.47,526.483
5/8/2018,4:24:10,18.28,22.5,23.7,0.47,531.633
5/8/2018,4:29:10,18.21,22.5,24.4,0.47,536.867
5/8/2018,4:34:10,18.25,22.5,25,0.47,542.183
5/8/2018,4:39:10,18.43,22.5,25.7,0.47,547.583
5/8/2018,4:44:10,17.96,22.5,26.3,0.47,553.067
5/8/2018,4:49:10,18.52,22.5,26.9,0.47,558.633
5/8/2018,4:54:10,18.83,22.5,27.5,0.47,564.284
min MPSAS,max MPSAS,avg MPSAS,medn MPSAS,min Temp,max Temp
5.93,19.47,17.7891,18.57,13.54,22.2,32.8,25.2802,24.1,10.6,

5/8/2018 -- 5/9/2018
5/8/2018,20:9:11,6.04,37,-64.4,0.41,0
5/8/2018,20:14:11,6.3,36.7,-64,0.41,5.03333
5/8/2018,20:19:11,6.61,36.4,-63.6,0.41,10.0833
5/8/2018,20:24:11,7.04,35.7,-63.2,0.41,15.2167
5/8/2018,20:29:11,7.56,35.1,-62.7,0.41,20.4333
5/8/2018,20:34:11,8.18,34.8,-62.2,0.41,25.7333
5/8/2018,20:39:11,8.9,34.1,-61.7,0.41,31.1167
5/8/2018,20:44:11,9.67,33.8,-61.2,0.41,36.5833
5/8/2018,20:49:11,10.63,33.5,-60.6,0.41,42.1333
5/8/2018,20:54:11,11.84,33.5,-60,0.41,47.7667
5/8/2018,20:59:11,13.01,32.8,-59.3,0.41,53.4833
5/8/2018,21:4:11,14.16,32.5,-58.7,0.41,59.2833
5/8/2018,21:9:11,15.17,32.5,-58,0.41,64.4
5/8/2018,21:14:11,16.19,32.2,-57.3,0.41,69.4333
5/8/2018,21:19:11,16.91,31.9,-56.6,0.4,74.4833
5/8/2018,21:24:11,17.41,31.9,-55.8,0.4,79.6167
5/8/2018,21:29:11,17.79,31.9,-55.1,0.4,84.8333
5/8/2018,21:34:11,18.19,31.9,-54.3,0.4,90.1333
5/8/2018,21:39:11,18.89,31.5,-53.6,0.4,95.5167
5/8/2018,21:44:11,19.13,31.5,-52.8,0.4,100.983
5/8/2018,21:49:11,19.28,31.2,-52,0.4,106.533
5/8/2018,21:54:11,19.31,30.9,-51.1,0.4,112.167
5/8/2018,21:59:11,19.34,30.9,-50.3,0.4,117.883
5/8/2018,22:4:11,19.35,30.6,-49.5,0.4,123.683
5/8/2018,22:9:11,19.35,30.2,-48.6,0.4,128.8
5/8/2018,22:14:11,19.35,30.2,-47.8,0.4,133.833
5/8/2018,22:19:11,19.34,29.9,-46.9,0.4,138.883
5/8/2018,22:24:11,19.31,29.6,-46,0.4,144.017
5/8/2018,22:29:11,19.15,29.6,-45.2,0.4,149.233
5/8/2018,22:34:11,19.01,29.6,-44.3,0.4,154.533
5/8/2018,22:39:11,18.89,29.3,-43.4,0.4,159.917
5/8/2018,22:44:11,19.19,29.3,-42.5,0.4,165.383
5/8/2018,22:49:11,19.44,29,-41.6,0.4,170.933
5/8/2018,22:54:11,19.39,29,-40.7,0.4,176.567
5/8/2018,22:59:11,19.44,28.6,-39.8,0.4,182.283
5/8/2018,23:4:11,19.44,28.6,-38.8,0.4,188.083
5/8/2018,23:9:11,19.5,28.3,-37.9,0.4,193.2
5/8/2018,23:14:11,19.49,28.3,-37,0.4,198.233
5/8/2018,23:19:11,19.51,28,-36.1,0.4,203.283
5/8/2018,23:24:11,19.52,28,-35.1,0.4,208.417
5/8/2018,23:29:11,19.5,27.7,-34.2,0.4,213.633
5/8/2018,23:34:11,19.52,27.3,-33.3,0.4,218.933
5/8/2018,23:39:11,19.53,27.3,-32.3,0.4,224.317
5/8/2018,23:44:11,19.52,27.3,-31.4,0.4,229.783
5/8/2018,23:49:11,19.52,27,-30.4,0.39,235.333
5/8/2018,23:54:11,19.52,27,-29.5,0.39,240.967
5/8/2018,23:59:11,19.51,27,-28.5,0.39,246.683
5/9/2018,0:4:11,19.53,26.7,-27.6,0.39,252.483
5/9/2018,0:9:11,19.54,26.7,-26.6,0.39,257.6
5/9/2018,0:14:11,19.54,26.7,-25.7,0.39,262.633
5/9/2018,0:19:11,19.53,26.4,-24.7,0.39,267.683
5/9/2018,0:24:11,19.52,26.4,-23.8,0.39,272.817
5/9/2018,0:29:11,19.53,26.4,-22.8,0.39,278.033
5/9/2018,0:34:11,19.52,26.4,-21.9,0.39,283.333
5/9/2018,0:39:11,19.53,26.1,-20.9,0.39,288.717
5/9/2018,0:44:11,19.53,26.1,-20,0.39,294.183
5/9/2018,0:49:11,19.55,26.1,-19,0.39,299.733
5/9/2018,0:54:11,19.53,25.7,-18.1,0.39,305.367
5/9/2018,0:59:11,19.55,25.7,-17.1,0.39,311.083
5/9/2018,1:4:11,19.56,25.7,-16.2,0.39,316.883
5/9/2018,1:9:11,19.55,25.7,-15.2,0.39,322
5/9/2018,1:14:11,19.57,25.4,-14.3,0.39,327.033
5/9/2018,1:19:11,19.58,25.4,-13.3,0.39,332.083
5/9/2018,1:24:11,19.57,25.4,-12.4,0.39,337.217
5/9/2018,1:29:11,19.57,25.4,-11.4,0.39,342.433
5/9/2018,1:34:11,19.56,25.4,-10.5,0.39,347.733
5/9/2018,1:39:11,19.56,25.1,-9.5,0.39,353.117
5/9/2018,1:44:11,19.56,25.1,-8.6,0.39,358.583
5/9/2018,1:49:11,19.58,25.1,-7.6,0.39,364.133
5/9/2018,1:54:11,19.56,25.1,-6.7,0.39,369.767
5/9/2018,1:59:11,19.55,24.8,-5.7,0.39,375.483
5/9/2018,2:4:11,19.58,24.8,-4.8,0.39,381.283
5/9/2018,2:9:11,19.57,24.8,-3.9,0.39,386.4
5/9/2018,2:14:11,19.57,24.8,-3,0.39,391.433
5/9/2018,2:19:11,19.57,24.8,-2,0.38,396.483
min MPSAS,max MPSAS,avg MPSAS,medn MPSAS,min Temp,max Temp
6.04,19.58,17.604,19.5,13.54,24.8,37,28.9213,28.15,12.2,

5/9/2018 -- 5/10/2018
5/9/2018,20:5:29,5.94,34.8,-61.9,0.32,0
5/9/2018,20:10:29,5.84,34.4,-62,0.31,5.4
5/9/2018,20:15:29,6.18,34.4,-62,0.31,10.7167
5/9/2018,20:20:29,6.58,34.4,-62,0.31,15.95
5/9/2018,20:25:29,7.02,34.1,-62,0.31,21.1
5/9/2018,20:30:29,7.57,33.8,-61.9,0.31,26.1667
5/9/2018,20:35:29,8.19,33.8,-61.7,0.31,31.1833
5/9/2018,20:40:29,9.05,33.8,-61.5,0.31,36.2833
5/9/2018,20:45:29,9.95,33.5,-61.3,0.31,41.4667
5/9/2018,20:50:29,10.92,33.5,-61.1,0.31,46.7333
5/9/2018,20:55:29,11.9,33.5,-60.8,0.31,52.0833
5/9/2018,21:0:29,12.89,33.5,-60.5,0.31,57.5167
5/9/2018,21:5:29,13.96,33.5,-60.1,0.31,63
5/9/2018,21:10:29,15.08,33.5,-59.7,0.31,68.4
5/9/2018,21:15:29,16.04,33.1,-59.3,0.31,73.7167
5/9/2018,21:20:29,16.86,33.5,-58.8,0.31,78.95
5/9/2018,21:25:29,17.51,33.5,-58.3,0.31,84.1
5/9/2018,21:30:29,18.03,33.5,-57.8,0.31,89.1667
5/9/2018,21:35:29,18.5,33.5,-57.3,0.31,94.1833
5/9/2018,21:40:29,18.72,33.5,-56.7,0.31,99.2833
5/9/2018,21:45:29,19.01,33.5,-56.1,0.31,104.467
5/9/2018,21:50:29,19.05,33.1,-55.5,0.31,109.733
5/9/2018,21:55:29,19.11,33.1,-54.8,0.31,115.083
5/9/2018,22:0:29,19.07,33.1,-54.2,0.31,120.517
5/9/2018,22:5:29,19,33.1,-53.5,0.31,126
5/9/2018,22:10:29,18.94,33.1,-52.8,0.31,131.4
5/9/2018,22:15:29,19.12,33.1,-52.1,0.31,136.717
5/9/2018,22:20:29,19.28,33.1,-51.3,0.31,141.95
5/9/2018,22:25:29,19.3,32.8,-50.6,0.31,147.1
5/9/2018,22:30:29,19.36,32.8,-49.8,0.31,152.167
5/9/2018,22:35:29,19.29,32.8,-49.1,0.31,157.183
5/9/2018,22:40:29,19.22,32.5,-48.3,0.31,162.283
5/9/2018,22:45:29,19.06,32.5,-47.5,0.3,167.467
5/9/2018,22:50:29,18.89,32.5,-46.7,0.3,172.733
5/9/2018,22:55:29,19.33,32.5,-45.9,0.3,178.083
5/9/2018,23:0:29,19.36,32.5,-45,0.3,183.517
5/9/2018,23:5:29,19.29,32.5,-44.2,0.3,189
5/9/2018,23:10:29,19.29,32.2,-43.3,0.3,194.4
5/9/2018,23:15:29,19.44,32.2,-42.5,0.3,199.717
5/9/2018,23:20:29,19.39,32.2,-41.6,0.3,204.95
5/9/2018,23:25:29,19.32,32.2,-40.7,0.3,210.1
5/9/2018,23:30:29,19.08,32.2,-39.9,0.3,215.167
5/9/2018,23:35:29,19.03,32.2,-39,0.3,220.183
5/9/2018,23:40:29,18.66,32.2,-38.1,0.3,225.283
5/9/2018,23:45:29,18.37,32.2,-37.2,0.3,230.467
5/9/2018,23:50:29,18.2,32.2,-36.3,0.3,235.733
5/9/2018,23:55:29,18.15,32.2,-35.4,0.3,241.083
5/10/2018,0:0:29,17.99,32.2,-34.5,0.3,246.517
5/10/2018,0:5:29,18.17,32.2,-33.5,0.3,252
5/10/2018,0:10:29,18.79,32.5,-32.6,0.3,257.4
5/10/2018,0:15:29,18.59,32.5,-31.7,0.3,262.717
5/10/2018,0:20:30,18.31,32.5,-30.8,0.3,267.967
5/10/2018,0:25:29,18.11,32.5,-29.8,0.3,273.95
5/10/2018,0:30:29,17.93,32.5,-28.9,0.3,279.017
5/10/2018,0:35:29,17.89,32.5,-28,0.3,284.033
5/10/2018,0:40:29,17.85,32.5,-27,0.3,289.133
5/10/2018,0:45:29,17.96,32.5,-26.1,0.3,294.317
5/10/2018,0:50:29,17.9,32.5,-25.1,0.3,299.583
5/10/2018,0:55:29,17.88,32.5,-24.2,0.3,304.933
5/10/2018,1:0:29,17.92,32.5,-23.2,0.3,310.367
5/10/2018,1:5:29,17.91,32.8,-22.3,0.3,315.85
5/10/2018,1:10:29,17.87,32.8,-21.3,0.3,321.25
5/10/2018,1:15:29,18.02,32.8,-20.4,0.3,326.567
5/10/2018,1:20:29,18.05,32.8,-19.4,0.29,331.8
5/10/2018,1:25:29,18.03,32.8,-18.5,0.29,336.95
5/10/2018,1:30:29,18.17,32.5,-17.5,0.29,342.017
5/10/2018,1:35:29,17.97,32.5,-16.6,0.29,347.033
5/10/2018,1:40:29,18.02,32.5,-15.6,0.29,352.133
5/10/2018,1:45:29,18.05,32.2,-14.7,0.29,357.317
5/10/2018,1:50:29,17.93,32.2,-13.7,0.29,362.583
5/10/2018,1:55:29,17.96,32.2,-12.7,0.29,367.933
5/10/2018,2:0:29,17.92,32.5,-11.8,0.29,373.367
5/10/2018,2:5:29,18.17,32.5,-10.8,0.29,378.85
5/10/2018,2:10:29,18.23,32.5,-9.9,0.29,384.25
5/10/2018,2:15:29,18.47,32.5,-8.9,0.29,389.567
5/10/2018,2:20:29,18.31,32.5,-8,0.29,394.8
5/10/2018,2:25:29,18.4,32.5,-7,0.29,399.95
5/10/2018,2:30:29,18.35,32.5,-6.1,0.29,405.017
5/10/2018,2:35:29,18.72,32.5,-5.1,0.29,410.033
5/10/2018,2:40:29,18.5,32.5,-4.2,0.29,415.133
5/10/2018,2:45:29,18.2,32.5,-3.2,0.29,420.317
5/10/2018,2:50:29,18.08,32.5,-2.3,0.29,425.583
5/10/2018,2:55:29,18.42,32.5,-1.3,0.29,430.933
5/10/2018,3:0:29,18.41,32.5,-0.4,0.29,436.367
5/10/2018,3:5:29,18.25,32.5,0.6,0.29,441.85
5/10/2018,3:10:29,18.58,32.5,1.5,0.29,447.25
5/10/2018,3:15:29,18.49,32.5,2.4,0.29,452.567
5/10/2018,3:20:29,18.62,32.5,3.4,0.29,457.8
5/10/2018,3:25:29,18.62,32.5,4.3,0.29,462.95
5/10/2018,3:30:29,18.63,32.5,5.2,0.29,468.017
5/10/2018,3:35:29,18.43,32.5,6.2,0.29,473.033
5/10/2018,3:40:29,18.28,32.5,7.1,0.29,478.133
5/10/2018,3:45:29,18.33,32.5,8,0.29,483.317
5/10/2018,3:50:29,18.13,32.5,8.9,0.29,488.583
5/10/2018,3:55:29,18.6,32.5,9.8,0.29,493.933
5/10/2018,4:0:29,18.36,32.5,10.7,0.28,499.367
5/10/2018,4:5:29,18.5,32.5,11.6,0.28,504.85
5/10/2018,4:10:29,18.96,32.5,12.5,0.28,510.25
5/10/2018,4:15:29,19.17,32.5,13.4,0.28,515.567
5/10/2018,4:20:29,19.38,32.5,14.3,0.28,520.8
5/10/2018,4:25:29,19.36,32.5,15.2,0.28,525.95
5/10/2018,4:30:29,19.33,32.5,16,0.28,531.017
5/10/2018,4:35:29,19.35,32.2,16.9,0.28,536.033
5/10/2018,4:40:29,19.27,32.2,17.8,0.28,541.133
5/10/2018,4:45:29,18.77,32.2,18.6,0.28,546.317
5/10/2018,4:50:29,18.01,32.2,19.5,0.28,551.583
min MPSAS,max MPSAS,avg MPSAS,medn MPSAS,min Temp,max Temp
5.84,19.44,17.3039,17.93,13.6,32.2,34.8,32.7547,32.5,2.6,

5/10/2018 -- 5/11/2018
5/10/2018,20:10:30,5.99,37.7,-56,0.23,0
5/10/2018,20:15:30,6.23,36.7,-56.3,0.22,5.33333
5/10/2018,20:20:30,6.55,36.4,-56.6,0.22,10.5833
5/10/2018,20:25:30,6.95,36,-56.9,0.22,15.75
5/10/2018,20:30:30,7.42,35.4,-57.2,0.22,20.8333
5/10/2018,20:35:30,8,35.1,-57.4,0.22,25.8333
5/10/2018,20:40:30,8.72,34.8,-57.5,0.22,30.9167
5/10/2018,20:45:30,9.58,34.1,-57.7,0.22,36.0833
5/10/2018,20:50:31,10.58,33.8,-57.8,0.22,41.3167
5/10/2018,20:55:31,11.69,33.5,-57.8,0.22,46.6333
5/10/2018,21:0:31,12.82,33.1,-57.8,0.22,52.0333
5/10/2018,21:5:31,14.01,32.8,-57.8,0.22,57.55
5/10/2018,21:10:31,15.17,32.8,-57.8,0.22,62.9833
5/10/2018,21:15:31,16.2,32.5,-57.7,0.22,68.3333
5/10/2018,21:20:31,17.02,32.2,-57.6,0.22,73.6
5/10/2018,21:25:31,17.73,31.9,-57.4,0.22,78.7833
5/10/2018,21:30:31,18.3,31.9,-57.2,0.22,83.8833
5/10/2018,21:35:31,18.73,31.5,-57,0.22,88.9
5/10/2018,21:40:31,19.02,31.5,-56.7,0.22,93.9667
5/10/2018,21:45:31,19.24,31.2,-56.4,0.22,99.1167
5/10/2018,21:50:31,19.36,30.9,-56.1,0.22,104.35
5/10/2018,21:55:31,19.4,30.9,-55.7,0.22,109.667
5/10/2018,22:0:31,19.41,30.6,-55.4,0.22,115.067
5/10/2018,22:5:31,19.42,30.6,-54.9,0.22,120.583
5/10/2018,22:10:31,19.43,30.2,-54.5,0.22,126.017
5/10/2018,22:15:31,19.42,30.2,-54,0.22,131.367
5/10/2018,22:20:31,19.25,29.9,-53.5,0.22,136.633
5/10/2018,22:25:31,18.93,29.9,-53,0.22,141.817
5/10/2018,22:30:31,18.17,29.6,-52.5,0.22,146.917
5/10/2018,22:35:31,18.38,29.6,-51.9,0.22,151.933
5/10/2018,22:40:31,17.51,29.6,-51.3,0.22,157
5/10/2018,22:45:31,17.29,29.6,-50.7,0.22,162.15
5/10/2018,22:50:31,17.55,29.6,-50,0.22,167.383
5/10/2018,22:55:31,18.31,29.6,-49.4,0.22,172.7
5/10/2018,23:0:31,18.21,29.6,-48.7,0.22,178.1
5/10/2018,23:5:31,17.49,29.6,-48,0.21,183.617
5/10/2018,23:10:31,19.35,29.6,-47.3,0.21,189.05
5/10/2018,23:15:31,18.77,29.3,-46.6,0.21,194.4
5/10/2018,23:20:31,18.26,29.3,-45.9,0.21,199.667
5/10/2018,23:25:31,19.44,29.3,-45.1,0.21,204.85
5/10/2018,23:30:31,19.46,29,-44.4,0.21,209.95
5/10/2018,23:35:31,19.46,29,-43.6,0.21,214.967
5/10/2018,23:40:31,19.44,28.6,-42.8,0.21,220.033
5/10/2018,23:45:31,19.45,28.6,-42,0.21,225.183
5/10/2018,23:50:31,19.45,28.6,-41.2,0.21,230.417
5/10/2018,23:55:31,19.46,28.3,-40.4,0.21,235.733
5/11/2018,0:0:31,19.35,28.3,-39.6,0.21,241.133
5/11/2018,0:5:31,18.49,28.3,-38.7,0.21,246.65
5/11/2018,0:10:31,17.7,28.3,-37.9,0.21,252.083
5/11/2018,0:15:31,17.69,28.3,-37,0.21,257.433
5/11/2018,0:20:31,17.68,28.3,-36.2,0.21,262.7
5/11/2018,0:25:31,18.5,28.3,-35.3,0.21,267.883
5/11/2018,0:30:31,18.16,28.3,-34.4,0.21,272.983
5/11/2018,0:35:31,19.31,28.3,-33.5,0.21,278
5/11/2018,0:40:31,19.47,28.3,-32.6,0.21,283.067
5/11/2018,0:45:31,19.46,28,-31.8,0.21,288.217
5/11/2018,0:50:31,19.25,28,-30.9,0.21,293.45
5/11/2018,0:55:31,17.84,28,-30,0.21,298.767
5/11/2018,1:0:31,18.23,27.7,-29,0.21,304.167
5/11/2018,1:5:31,19.43,27.7,-28.1,0.21,309.683
5/11/2018,1:10:31,19.41,27.7,-27.2,0.21,315.117
5/11/2018,1:15:31,19.48,27.7,-26.3,0.21,320.467
5/11/2018,1:20:31,19.42,27.3,-25.4,0.21,325.733
5/11/2018,1:25:31,18.97,27.3,-24.4,0.21,330.917
5/11/2018,1:30:31,19.45,27.3,-23.5,0.21,336.017
5/11/2018,1:35:31,18.54,27.3,-22.6,0.21,341.033
5/11/2018,1:40:31,18.33,27.3,-21.6,0.21,346.1
5/11/2018,1:45:31,19.44,27.3,-20.7,0.21,351.25
5/11/2018,1:50:31,17.77,27.3,-19.7,0.21,356.483
5/11/2018,1:55:31,17.19,27.3,-18.8,0.2,361.8
5/11/2018,2:0:31,17.68,27.3,-17.9,0.2,367.2
5/11/2018,2:5:31,17.66,27.7,-16.9,0.2,372.717
5/11/2018,2:10:31,17.36,27.7,-16,0.2,378.15
5/11/2018,2:15:31,17.59,27.7,-15,0.2,383.5
5/11/2018,2:20:31,18.41,27.7,-14,0.2,388.767
5/11/2018,2:25:31,19.32,27.7,-13.1,0.2,393.95
5/11/2018,2:30:31,19.48,27.3,-12.1,0.2,399.05
5/11/2018,2:35:31,19.46,27.3,-11.2,0.2,404.067
5/11/2018,2:40:31,19.46,27.3,-10.2,0.2,409.133
5/11/2018,2:45:31,19.48,27.3,-9.3,0.2,414.283
5/11/2018,2:50:31,19.48,27.3,-8.3,0.2,419.517
5/11/2018,2:55:31,19.47,27.3,-7.3,0.2,424.833
5/11/2018,3:0:31,19.42,27.3,-6.4,0.2,430.233
5/11/2018,3:5:31,19.38,27.3,-5.4,0.2,435.75
5/11/2018,3:10:31,19.07,27.3,-4.5,0.2,441.183
5/11/2018,3:15:31,19.36,27.3,-3.5,0.2,446.533
5/11/2018,3:20:31,18.68,27.3,-2.5,0.2,451.8
5/11/2018,3:25:31,18.93,27.3,-1.6,0.2,456.983
5/11/2018,3:30:31,19.01,27.3,-0.6,0.2,462.083
5/11/2018,3:35:31,17.9,27.3,0.3,0.2,467.1
5/11/2018,3:40:31,18.43,27.3,1.3,0.2,472.167
